route,stop,scheduled_hour,actual_hour,delay_min,passenger_count,incident_flag
R1,S4,12,12,2.908638196325066,45,0
R1,S2,7,7,3.125092695660085,57,0
R3,S5,8,9,2.591898403037396,44,0
R1,S4,19,20,1.5147238348364163,56,0
R2,S4,10,10,2.660760758905435,8,0
R1,S4,19,19,1.7669876688259865,52,0
R1,S3,7,8,1.9620602103364908,10,0
R2,S2,18,18,0.8218820100160151,42,0
R3,S4,18,19,0.0,23,0
R1,S2,8,9,2.8448705012357527,35,1
R2,S5,16,16,2.9094502750206437,6,0
R3,S4,21,22,3.9449581548789743,47,0
R3,S1,11,12,2.0727719933293387,29,0
R2,S1,13,13,1.6763994383441754,54,0
R3,S1,7,8,0.0,45,0
R3,S1,17,17,1.9407142307527638,52,0
R2,S3,19,20,2.5402972044998244,15,0
R3,S5,22,23,0.0,50,0
R2,S4,5,5,3.6035334337955898,44,0
R3,S5,10,10,0.9319437706884017,49,0
R2,S1,6,6,1.7058495768242996,46,0
R3,S5,18,18,2.8966559755047143,59,0
R2,S5,10,10,1.9890302295979252,48,0
R1,S3,18,18,4.105041736059633,25,0
R3,S1,8,9,2.9432092261770615,7,0
R2,S2,12,12,1.7775018405482,6,1
R3,S5,7,8,0.0,15,0
R3,S5,18,18,3.4942800066429576,28,0
R1,S1,21,22,0.23066446747491343,54,0
R3,S3,12,13,3.277797388582654,28,0
R3,S4,18,18,2.7352839112097236,25,1
R1,S1,10,11,1.7018210281572017,29,0
R2,S4,20,21,3.4299368814537794,8,0
R2,S2,18,19,2.7815596363506683,44,0
R2,S4,7,7,2.4925435930002946,47,0
R2,S5,14,14,0.0,51,0
R2,S3,13,14,2.0597723592729857,27,0
R2,S2,17,17,0.13576091250526257,28,0
R1,S3,11,11,0.3560933304943963,25,0
R2,S3,18,19,1.458286348082256,6,0
R1,S4,13,14,4.195126171965086,27,0
R3,S3,19,19,2.548086176543215,55,0
R1,S2,18,18,2.6469026624075838,19,0
R1,S3,10,10,3.155640157859481,30,0
R1,S2,8,9,0.6879795479910866,30,0
R1,S5,12,12,0.0,32,0
R2,S5,21,21,0.0,30,0
R3,S4,13,13,2.3466066117228808,49,0
R3,S1,5,6,3.480036829991751,6,0
R3,S5,18,19,3.3691246698707698,39,0
R1,S1,15,16,0.7534282275333524,36,0
R1,S2,7,7,4.033243299312511,34,0
R2,S1,13,13,5.064563365205477,50,0
R2,S3,18,19,2.9114476390222097,24,1
R3,S2,13,13,4.230919440909353,17,0
R1,S3,8,8,3.3097334067625677,31,0
R1,S1,8,8,1.6554266098323278,27,0
R1,S3,12,13,1.0031272761043,20,0
R3,S2,6,6,0.0,35,0
R3,S3,13,13,1.3328561279993765,16,0
R1,S1,18,19,1.644752811551641,37,0
R1,S3,13,13,1.6779089093142379,42,0
R3,S3,20,21,1.8311278031990792,49,0
R3,S4,21,21,0.0,36,0
R2,S2,20,21,3.1685443069695705,58,0
R2,S4,16,17,3.342630254096501,6,0
R2,S1,7,7,2.5565468239790254,54,0
R1,S5,15,15,0.24598180435129313,53,0
R1,S1,18,19,2.55047863482654,55,0
R1,S1,22,22,2.033915035721832,27,0
R3,S1,9,10,2.7117240443757895,36,0
R2,S1,20,20,4.326683884199621,19,0
R3,S4,9,9,1.732296508378326,44,0
R3,S1,7,7,2.272288245119971,59,0
R3,S3,16,16,0.7034577463613738,45,0
R1,S1,5,6,3.382514479216351,44,0
R1,S5,13,14,3.054105007414138,12,0
R3,S2,13,13,2.3248408207074385,47,0
R2,S4,8,8,0.4203036756415386,54,0
R1,S4,7,7,0.9750450067290308,53,0
R1,S4,21,21,0.0,26,1
R3,S4,6,6,0.9573460068852093,59,0
R1,S1,5,6,3.064051091875119,42,0
R2,S5,12,13,2.5936427063871053,59,0
R3,S1,17,17,2.239531941815054,38,0
R1,S2,19,20,4.2264486363774765,5,0
R3,S2,12,13,2.4567946239951852,14,0
R3,S1,16,16,1.1342677436657582,44,0
R2,S1,16,17,0.9500971861002621,20,0
R2,S1,18,19,1.652427549632882,28,0
R1,S5,19,20,1.3247074950492004,50,0
R3,S4,19,20,3.4294722425341853,28,0
R1,S2,13,13,2.6321707740952855,52,0
R1,S2,12,13,1.5204903388108,18,0
R1,S4,10,11,1.5775942948492658,30,0
R2,S4,8,9,3.054862593233618,43,0
R3,S2,11,11,3.5164131620794716,22,0
R3,S2,8,9,0.0,24,0
R2,S5,16,17,1.7431812443268324,45,0
R2,S2,17,18,2.1372371396015097,40,0
R1,S1,7,7,2.8222075708738448,28,0
R1,S1,16,16,2.169488651476963,30,0
R2,S4,6,6,2.6107998737097198,33,0
R2,S4,6,6,1.6445612900837812,52,0
R3,S1,13,13,0.7912085671198632,26,0
R3,S4,5,6,3.1762926499783504,15,0
R3,S1,12,12,3.2238589834767257,45,0
R2,S5,10,11,2.9777505982535786,53,0
R1,S4,10,10,3.24468622116038,58,0
R3,S3,22,22,0.5424086596172994,15,0
R2,S2,21,21,1.2388473307449537,56,0
R2,S1,16,17,3.679799944903619,7,0
R1,S2,10,11,2.5343496843014606,25,0
R3,S2,12,13,2.084250884700677,15,0
R3,S4,14,14,1.6221608737513555,12,0
R2,S2,5,5,3.9018481927563284,35,0
R3,S3,17,17,0.0,14,0
R1,S4,21,21,2.4411094442284167,10,0
R3,S1,7,7,1.9000829659917424,21,0
R1,S2,12,12,0.12122571168849139,42,0
R2,S2,18,19,4.424961768483343,11,0
R1,S5,7,8,0.0,36,0
R1,S1,20,20,2.1818821251480416,17,0
R1,S5,17,18,2.792692837735564,10,0
R1,S1,21,22,0.5374089118693812,7,0
R2,S2,17,18,2.4158904415492444,31,0
R1,S2,10,10,1.6632767683048582,49,0
R2,S3,21,21,3.4820739719200127,46,0
R3,S4,18,18,7.270514469598188,30,1
R3,S3,21,21,2.507890624683823,8,0
R3,S1,12,13,2.906071489067833,41,0
R3,S1,15,15,0.5372660806954161,25,0
R2,S1,5,5,2.322198522468956,55,0
R2,S1,11,11,1.4404825227752873,32,0
R3,S4,21,22,3.1682161527918344,22,0
R1,S2,14,15,0.0,36,0
R3,S3,15,16,0.38973342965506297,43,0
R3,S2,13,14,3.770028969043959,57,0
R3,S5,13,14,2.314982291120745,37,0
R2,S3,9,9,3.9857369190813623,30,0
R3,S1,21,22,2.5456169662404036,21,0
R3,S1,13,14,2.764668696040676,56,0
R3,S5,21,21,1.535744925860307,33,0
R2,S3,11,11,1.7095589605645298,24,0
R3,S4,13,13,3.446626187180524,34,0
R3,S4,11,12,1.78514668712966,54,0
R1,S1,17,17,3.7753031671529045,9,0
R3,S1,15,16,1.8352195432923508,58,0
R2,S1,18,18,0.23054084848297407,10,0
R1,S5,15,16,0.09386531761745376,46,0
R3,S5,17,18,1.7423959866573984,55,0
R2,S2,18,19,3.3736097287363167,14,0
R1,S5,17,18,1.0023620778773195,10,0
R2,S3,5,5,3.097679729588328,14,0
R1,S5,12,12,2.151102869476277,46,0
R2,S3,16,17,2.9093146640264034,25,0
R1,S4,16,16,1.5654692408696733,48,0
R3,S2,12,13,2.2745149255609807,8,0
R3,S5,12,12,3.4081147625848582,17,0
R3,S4,17,17,1.974242842117686,14,0
R3,S3,16,17,1.2127178300985086,20,0
R1,S2,20,21,0.0,23,0
R1,S4,5,5,2.812298744683168,10,0
R1,S3,17,18,0.8425181091920824,30,0
R1,S2,11,11,1.219176324419875,13,0
R1,S1,9,9,0.393714056672555,50,0
R1,S5,12,12,1.6548728575829659,14,0
R3,S1,18,19,5.1463158725705975,44,0
R1,S1,17,18,2.528058665011427,7,0
R2,S1,19,19,1.0337927632197261,53,0
R2,S4,21,22,1.3155449112556463,23,0
R2,S1,19,20,0.0,39,0
R1,S1,22,22,0.3040821140741319,50,0
R3,S4,22,23,0.06572492104863792,10,0
R2,S5,6,7,2.4054981247419995,33,0
R1,S2,8,8,2.6700678489063736,23,0
R1,S2,5,6,2.116397704761617,54,0
R3,S5,8,8,2.5547610361295687,48,0
R1,S4,22,23,0.8506953644819468,19,0
R1,S1,9,10,0.2775847484081344,42,0
R2,S2,19,19,0.2680747634684524,25,0
R2,S5,12,12,0.20161089280445466,48,0
R2,S5,21,22,2.5380120590767152,55,0
R2,S1,5,5,5.0205475243022795,43,0
R2,S5,16,16,0.429088939863441,27,0
R1,S4,19,20,1.4870812822531216,24,0
R1,S4,13,13,2.304340068899188,46,0
R3,S2,11,12,1.5814879677379539,54,0
R2,S3,6,7,2.499425300735184,6,0
R2,S5,13,13,1.1369136809942806,49,0
R2,S4,14,15,0.9794982332314015,36,0
R2,S1,6,6,1.7264894550745704,51,0
R2,S1,15,16,2.489842145507194,32,0
R1,S3,17,17,3.9237380559119037,8,0
R1,S3,14,14,2.564953064269724,11,0
R2,S3,18,19,1.6217647237466322,7,0
R1,S1,22,22,3.246190884654964,29,0
R2,S5,13,13,3.5001513458083724,52,0
R3,S4,11,11,1.5449796217702185,13,0
R2,S1,7,8,1.781070503256449,27,0
R3,S4,10,11,1.3593454755468093,27,0
R3,S3,6,6,3.231354958153786,53,0
R2,S2,10,10,2.1112858560193275,30,0
R2,S5,7,8,0.0,44,0
R2,S3,20,21,2.609238245195846,22,0
R2,S3,12,13,4.234452925082517,28,0
R1,S4,6,6,4.3529031596568855,31,0
R1,S1,21,22,1.2813393557046315,49,0
R3,S2,13,13,0.9550854737116345,6,0
R2,S5,16,17,4.846802113698686,5,0
R1,S2,7,7,4.350055582166066,52,0
R1,S3,15,16,2.7009540519423227,20,0
R1,S2,5,5,0.0,47,0
R3,S5,17,18,1.090519122143364,28,0
R1,S3,19,20,0.3596619715167677,40,0
R2,S5,9,9,4.718534438764239,15,0
R1,S2,21,22,0.0,30,0
R2,S3,10,11,4.7054728944312885,10,0
R1,S3,15,16,1.8417127590108657,30,0
R2,S5,22,23,0.20345097368722986,33,0
R3,S1,8,8,3.4801976525555585,47,0
R1,S3,7,7,2.944241233999387,5,0
R1,S5,17,18,0.1006660034930611,13,0
R3,S5,13,13,1.962135412004774,31,0
R3,S5,10,10,4.0633525867959985,11,0
R3,S1,16,16,1.3851447158082442,57,0
R2,S4,6,6,4.51959271455816,58,0
R2,S3,7,7,0.8828257248242735,7,0
R1,S2,7,8,0.0,13,0
R2,S5,16,16,2.067823575646264,6,0
R1,S2,19,20,0.0,14,0
R3,S5,13,13,2.187330934851517,21,0
R1,S5,12,13,2.007714712211701,35,0
R3,S3,15,16,0.8616101887711438,5,0
R3,S1,20,21,4.818023719757537,22,0
R1,S1,8,8,1.9940364930701258,10,0
R2,S2,5,5,3.296548019584393,42,0
R2,S4,11,12,3.3930767483423105,45,0
R1,S1,6,7,4.6415168455010285,46,0
R2,S1,9,9,0.18587199842736624,51,0
R3,S4,11,11,0.0,8,0
R3,S1,8,9,4.586031073348257,44,0
R2,S3,9,9,2.871681417745586,8,0
R2,S3,5,5,2.189466520702049,39,0
R3,S2,5,5,1.8000536495091068,8,0
R1,S2,19,19,1.534029677227577,5,0
R2,S2,14,14,3.2917493539732714,45,0
R2,S3,22,22,0.0,47,0
R1,S2,7,8,2.7159971846347872,35,0
R3,S2,15,16,3.5469740929002374,57,0
R1,S3,19,20,3.114878158434575,59,0
R1,S4,15,16,1.8929140464272574,23,0
R1,S2,21,22,1.9960067180260166,25,0
R2,S1,21,22,3.928539905858114,34,0
R3,S3,10,10,2.872880284157468,56,0
R3,S4,9,9,4.632771506049071,11,0
R2,S1,12,13,0.0,9,0
R1,S1,6,7,3.3600735257763246,6,0
R2,S5,20,21,0.7830968997785059,55,0
R1,S4,16,16,1.8906335482637613,7,0
R1,S5,10,10,4.064009729545781,19,0
R1,S3,5,5,0.4964718351042461,43,0
R1,S4,8,8,5.173419774996882,41,0
R2,S5,21,22,3.658491091674755,59,0
R1,S3,17,18,2.8688194136540384,14,0
R2,S2,22,23,0.6019447016189696,13,0
R1,S1,9,10,1.730410452821296,27,0
R2,S3,7,7,1.4624328526515973,18,0
R3,S4,15,15,0.15153121096595168,58,0
R2,S1,17,18,3.6406484711427325,49,0
R3,S1,8,8,1.3934520114795124,37,0
R2,S3,18,18,1.7366781220535015,20,0
R3,S2,15,15,1.8124440735194012,24,1
R2,S3,14,14,1.6787358449441467,12,0
R1,S5,22,23,2.795688184908558,53,0
R3,S5,10,10,1.0659905340246834,42,0
R1,S5,19,20,3.5274778918384486,38,0
R3,S4,14,14,1.1060799333256468,35,0
R1,S3,9,9,1.9572103128353828,49,1
R1,S1,9,10,0.04010959031553574,12,0
R2,S4,14,15,3.6074959693171245,29,0
R1,S5,9,9,3.988731075459178,45,0
R3,S4,7,7,3.0738072542653847,17,0
R3,S1,10,11,2.255621403217379,22,0
R3,S4,8,8,1.9457846041691933,54,0
R2,S2,22,22,0.0,45,0
R2,S5,13,14,0.0,38,0
R3,S3,21,21,3.1257440487886026,40,0
R1,S5,17,17,1.7288373608938636,54,0
R2,S5,19,19,0.0,21,0
R1,S3,21,21,0.0,16,0
R2,S3,17,17,2.9523693818204837,20,0
R2,S1,20,21,3.3109617140475707,17,0
R2,S1,8,8,0.0,15,0
R2,S2,9,10,2.2280939887300977,18,0
R3,S4,9,10,2.5818315756198293,46,1
R2,S4,13,13,1.1245093140418732,59,0
R2,S4,21,22,3.859599961967933,32,0
R3,S5,17,17,1.482871973481965,57,0
R3,S5,6,7,0.0,55,0
R3,S3,17,18,1.7080379531285113,28,0
R3,S2,7,8,4.051954103037801,57,0
R1,S2,14,14,1.481817878573104,21,0
R3,S4,6,7,0.4296822458352514,13,0
R3,S3,17,18,2.9423120176945083,50,0
R3,S4,21,22,2.38760257330195,34,0
R1,S5,18,18,1.995603172240567,41,0
R3,S3,16,16,2.715686554681865,7,0
R1,S4,16,17,0.9624655113763736,58,0
R2,S2,15,16,1.0999706275190584,12,0
R1,S1,11,12,3.091280290788456,22,0
R3,S5,8,9,0.5504176110030805,34,0
R1,S4,5,5,4.422358888957732,7,0
R1,S3,7,7,3.8440537753732578,59,0
R1,S3,17,17,0.28382571706469273,38,0
R1,S4,19,20,4.213714468154501,47,0
R1,S2,6,6,2.228290669701627,32,0
R1,S4,15,16,4.077181261052435,41,0
R1,S5,8,9,2.200140371980181,29,0
R1,S3,21,22,1.7342226868574206,34,0
R2,S5,7,7,1.5778052374259808,11,0
R2,S1,22,23,0.0,50,0
R3,S2,12,12,3.3906544487474033,33,0
R3,S4,9,10,0.9393491211856799,55,0
R3,S4,11,11,3.439735929113554,6,0
R3,S2,12,13,4.510937164499085,30,0
R3,S3,9,9,1.1336644632154829,45,0
R3,S4,21,22,1.0450735685838315,46,0
R2,S2,9,9,3.5116903567094697,55,0
R2,S4,8,9,1.2986801781758048,53,0
R2,S3,6,7,3.9758689102215308,11,0
R1,S2,15,16,0.963205059879576,22,0
R1,S3,17,17,4.1573161644220775,10,0
R3,S4,19,20,1.5413946025538543,45,0
R2,S2,16,17,2.4953721340025363,44,0
R3,S1,15,16,3.4733862818058827,31,0
R2,S4,11,11,2.7672544986984398,58,0
R2,S2,9,10,3.605990042431535,58,0
R3,S1,21,22,0.0,45,0
R3,S2,13,13,1.3891970573829535,28,0
R1,S5,18,19,2.0948564856036844,37,0
R2,S5,16,16,0.8517222547346284,35,0
R1,S2,10,11,3.456176831415714,38,0
R1,S2,21,21,1.2316267292266785,26,0
R1,S5,20,20,0.8547903156645613,28,0
R1,S4,16,16,3.4106848675612955,40,0
R2,S5,16,17,0.4318182381801341,32,0
R2,S5,10,11,0.5049223847875286,24,0
R1,S5,8,8,2.7624146467851456,22,0
R2,S3,10,11,4.015732144322188,46,0
R1,S4,15,16,2.2425183665044863,36,0
R3,S3,5,5,0.0,37,0
R1,S4,19,19,3.0274024091017875,14,0
R3,S3,15,15,1.1111025740788576,13,0
R1,S3,22,22,3.6811379509086444,59,0
R1,S2,21,22,1.4305196163626432,29,0
R2,S5,18,19,3.7159183555837036,17,0
R3,S2,22,23,1.3732861676236117,51,0
R2,S2,19,20,0.9669015236198724,54,0
R1,S2,19,20,0.0,49,0
R3,S1,8,9,1.0106127441704293,9,0
R1,S4,11,11,2.2659052287626684,35,0
R3,S2,17,18,2.1506667452896715,35,0
R3,S2,7,8,2.917453678247508,38,0
R1,S1,20,21,3.866221105459613,30,0
R1,S1,13,13,2.042999810552979,11,0
R2,S5,12,12,2.1015955904241896,45,0
R2,S2,17,18,3.6693263795181474,55,0
R1,S4,21,21,2.34652312186436,50,0
R2,S2,21,21,0.6152633857884711,53,1
R2,S5,21,22,1.2168028700792037,56,0
R1,S2,5,6,0.0,24,0
R3,S1,12,13,0.5948939670409756,47,0
R1,S1,10,10,0.0,26,0
R2,S5,7,7,2.5265017313372744,9,0
R1,S5,9,10,3.817295318454808,16,0
R1,S1,17,17,0.5887266916909204,25,0
R3,S1,19,19,0.6445484546114701,13,0
R3,S2,18,18,3.414713383833322,33,0
R2,S5,20,21,1.3236693327811881,31,0
R2,S2,22,23,2.3851208915592954,21,0
R2,S1,15,16,3.1146998981372525,44,0
R2,S4,7,8,0.9378843905812193,28,0
R2,S5,14,15,0.9670116935392554,31,0
R1,S2,14,14,1.2404215782552463,12,0
R1,S5,20,20,0.0,48,0
R2,S4,16,16,2.7300150291038285,33,0
R3,S3,6,6,2.9013033705852616,23,0
R3,S1,13,13,2.1195331721670967,14,0
R2,S4,7,7,4.039515104752924,28,0
R1,S3,19,20,1.6082220218030099,38,0
R3,S2,7,8,2.926384857052025,44,0
R3,S4,22,22,2.7287516366182882,35,0
R3,S3,12,13,0.8013321131590445,50,0
R3,S4,21,21,3.732299820621153,55,0
R1,S3,12,12,2.1922627860060184,8,0
R1,S2,11,12,3.461913667133256,45,0
R3,S2,11,12,0.048599853853911856,49,0
R1,S2,7,7,2.1646301019133545,35,0
R1,S2,5,6,1.3091097945099155,13,0
R2,S2,8,8,0.7228226302246918,30,0
R2,S3,9,9,4.114247146977643,17,0
R2,S2,5,5,2.2929449839352785,52,0
R2,S4,19,19,0.0,30,0
R3,S4,9,9,1.2540391696629278,58,0
R2,S2,17,18,3.408577886611342,5,1
R2,S4,12,12,0.7206826851887149,44,0
R1,S2,12,13,0.5675219698046519,13,0
R3,S4,9,9,1.7794331593401616,35,0
R1,S5,13,14,2.703961688629842,28,0
R1,S1,5,5,0.9075915109717378,49,0
R1,S4,8,9,2.5860820638846516,53,0
R2,S4,7,7,2.052293264167183,26,0
R3,S1,6,6,2.2346538010389656,13,0
R2,S5,12,13,0.0,43,0
R3,S1,13,14,2.0238724445760057,27,0
R1,S4,6,7,1.623964015705161,24,0
R3,S2,18,19,2.5855231233439273,59,0
R1,S5,18,19,1.0192949603094141,46,0
R2,S4,8,9,1.4435817472180696,25,0
R1,S2,10,10,2.7996554150521225,31,0
R2,S2,15,15,4.16857716821349,9,0
R2,S5,7,7,0.013140388194676778,21,0
R2,S4,12,13,2.769720805849235,38,0
R1,S3,7,8,3.829899463304726,13,0
R2,S2,18,19,3.0420574557005686,38,0
R3,S1,17,17,3.728805515495489,14,0
R3,S3,17,18,1.184717370582376,48,0
R3,S1,6,6,3.85515783425331,6,0
R3,S5,17,18,0.9133067476364392,51,0
R2,S2,10,11,2.082692308046084,29,0
R3,S2,20,21,1.246413878419912,7,0
R1,S5,6,6,1.306707225105565,38,0
R3,S2,12,13,0.0,11,0
R3,S3,21,21,0.0,32,0
R1,S3,6,7,3.7651750732614824,13,0
R1,S5,14,15,0.0,15,0
R3,S4,20,21,2.375663890273929,33,0
R2,S2,10,11,0.051446545601657734,58,0
R1,S3,6,6,0.7271686114780804,20,0
R2,S1,6,7,3.026453876207701,43,0
R2,S2,17,17,2.2430509904182214,33,0
R3,S3,19,20,1.8092893778208314,17,0
R2,S3,6,7,3.7169813288723184,39,0
R2,S3,11,12,1.5654883173576533,15,0
R2,S4,7,7,3.8449661906966788,39,0
R3,S5,12,13,0.3958340204066646,51,0
R1,S4,18,18,0.21531403097635282,12,0
R3,S1,11,11,1.792747780580151,11,0
R1,S1,11,12,2.0049138606544727,9,0
R2,S5,5,5,0.7124178286901901,10,0
R1,S5,21,22,1.585841828096365,55,0
R1,S3,13,13,4.047147132283395,39,0
R1,S1,17,17,1.4084125595928,34,0
R1,S3,21,21,0.0,15,0
R2,S5,14,14,0.0,42,0
R1,S1,14,15,5.129938423012159,31,0
R1,S3,8,8,4.175863551228989,25,0
R2,S2,12,13,1.345997044662575,18,0
R1,S2,22,22,3.2158906988689493,53,0
R3,S3,18,19,2.3906279101566437,39,0
R1,S4,22,23,3.9057580715515936,33,0
R3,S3,18,18,0.3931665702566729,28,0
R3,S1,19,19,0.43554644998435066,40,0
R3,S5,8,9,3.9790531637344397,45,0
R2,S3,17,17,0.0,49,0
R3,S1,12,12,2.1047041937550914,36,0
R3,S1,22,22,1.9329457763873221,10,0
R2,S2,16,16,3.1763923542536383,14,0
R2,S3,18,18,2.209817335659517,24,0
R3,S4,6,6,1.8019404702766413,24,0
R2,S4,22,22,1.4291904079234228,30,0
R1,S5,6,6,0.5077908595853211,25,0
R3,S5,15,15,1.750853355474347,49,0
R3,S2,13,14,3.7476491195977863,27,0
R1,S3,16,16,1.5711002828997864,50,0
R2,S5,21,21,4.109390268761354,16,0
R1,S3,19,19,3.096506367600284,59,0
R1,S4,21,21,2.7148690948208976,17,0
R2,S1,22,22,1.757265157736034,14,0
R2,S4,10,11,1.0573864040567391,11,0
R3,S2,21,22,4.5223825638874455,41,0
R3,S3,22,22,3.1903761765037153,16,0
R3,S1,12,13,1.7909294056103309,29,0
R2,S1,13,13,4.548672528306121,6,0
R3,S2,10,10,2.9435569759372555,44,0
R1,S1,9,10,0.0,30,0
R3,S3,16,17,1.36021632786486,44,0
R2,S4,15,16,3.0906610602733178,55,0
R2,S3,5,6,4.261351180710477,9,0
R3,S5,15,16,5.541951534181786,12,0
R2,S1,13,13,2.038351728191887,46,0
R2,S1,6,6,2.9243657145478146,49,0
R3,S3,16,16,1.0826291444801066,13,0
R3,S2,8,9,0.6689019366637825,43,0
R1,S3,8,8,0.0,24,0
R2,S4,22,23,2.5849975812107835,56,0
R3,S2,19,19,3.8967624218407204,55,0
R1,S1,17,18,3.163821641121866,15,0
R2,S1,21,22,2.1307041283247123,44,0
R2,S2,10,10,3.8354161069801442,26,0
R1,S2,20,20,6.426147119908675,20,0
R2,S2,16,16,0.7524615660200493,46,0
R3,S1,9,9,0.0,42,0
R1,S1,21,22,2.5135990249937734,46,0
R1,S1,5,5,3.6237655891433658,14,0
R3,S1,14,15,0.0,29,1
R1,S1,19,19,3.2491233328775295,23,0
R3,S3,15,15,1.494339541192247,8,0
R3,S3,17,17,2.5052645343748066,23,0
R2,S3,9,9,0.6214703133965873,7,0
R2,S2,5,5,0.529180509325546,21,0
R2,S1,16,17,0.34305351137226725,18,0
R2,S3,15,15,3.0012633837226077,14,0
R2,S2,21,22,1.0635170351025527,10,0
R3,S4,8,8,2.4046234062378797,35,0
R1,S5,19,20,2.044262886902093,35,0
R1,S4,13,13,0.22978759330729992,52,0
R2,S4,16,16,2.114124876222294,13,0
R3,S5,9,9,2.3555074488179955,57,0
R3,S2,14,15,3.5939475105184924,16,0
R3,S5,21,22,4.241504931341729,48,0
R1,S2,9,9,0.4707832525134896,50,0
R3,S4,20,20,2.5322402442809584,30,0
R2,S5,11,11,0.0,6,0
R3,S4,13,14,3.2768500557812748,46,0
R2,S5,7,7,3.6459519334288846,8,0
R1,S5,19,20,0.0,36,0
R1,S1,20,20,1.491180321395067,32,0
R3,S3,22,23,0.6543570492774833,10,0
R1,S3,18,19,1.4873294376177735,34,0
R1,S4,7,8,1.1901056496661009,59,0
R3,S4,16,16,1.9345602937613848,32,0
R1,S4,13,14,3.480981067438516,17,0
R2,S1,11,11,1.5293872476526462,59,0
R3,S1,13,14,0.5188340988952453,50,0
R2,S4,17,17,1.7035429906203872,40,0
R1,S1,22,23,1.6201310792386963,14,0
R3,S5,9,10,1.8701084350427084,14,0
R2,S5,17,17,1.0580349006550733,9,0
R3,S5,8,8,2.5439419887717887,33,0
R2,S3,6,7,3.9401402270312587,40,0
R2,S5,20,21,0.09651041133863969,16,0
R3,S3,13,13,2.676073430048661,26,0
R2,S5,13,14,3.439594490415901,50,0
R3,S4,10,11,1.3490667543912838,43,0
R1,S3,15,15,3.878300983331868,6,0
R2,S1,5,5,1.9091345896228165,18,0
R2,S3,8,8,0.3110335047914474,14,0
R2,S2,17,18,0.09266139455114386,52,0
R2,S3,17,18,3.1772139641860884,7,0
R1,S5,17,18,3.039286811895458,12,0
R3,S5,6,6,4.34643539529052,59,0
R3,S5,13,14,3.0060774836536615,21,0
R3,S1,12,12,1.8507913958307072,8,0
R1,S4,11,11,2.723462636383667,25,0
R1,S3,8,9,2.1081312561599326,34,0
R3,S1,22,22,1.5011403074975465,23,0
R3,S2,7,8,1.1759556948318917,19,0
R1,S3,10,10,0.0,24,0
R1,S5,16,16,0.8867803643235161,46,0
R2,S1,16,16,1.9705249816977666,34,0
R3,S1,12,13,0.0,14,0
R3,S3,5,5,1.2277011344653959,27,0
R3,S1,8,9,3.3808605582249784,28,0
R3,S1,15,15,4.014843351944723,16,0
R3,S1,7,7,1.2088333165581038,13,0
R2,S3,17,17,1.1525014651352476,19,0
R1,S5,21,22,0.9200273934274812,33,0
R2,S1,14,15,1.1624143438215477,22,0
R2,S1,16,17,3.713973480273118,24,0
R3,S4,19,20,4.443812178211108,5,0
R2,S2,14,15,0.0,7,0
R2,S4,18,18,0.7828021990649257,12,0
R3,S5,17,17,0.0,43,0
R2,S4,9,10,1.9570482125062507,35,0
R2,S3,10,11,1.267449369716287,51,0
R1,S4,6,7,2.5383807633089646,12,0
R3,S3,21,22,2.994827631110652,19,0
R3,S4,8,8,2.8283927387195456,26,0
R2,S4,18,19,0.0,36,0
R3,S2,14,15,1.9614466512362203,9,0
R1,S3,7,8,0.0,48,0
R2,S5,7,8,4.605309159728639,48,0
R1,S1,19,19,1.4679838346406895,13,0
R2,S5,10,10,0.0,57,0
R2,S4,21,22,1.1836017528550233,45,0
R3,S5,16,16,2.3118236429499914,19,0
R3,S4,15,15,3.099872708844505,51,0
R2,S4,8,9,3.9504643186830437,56,0
R1,S1,10,11,2.0943645958921766,48,0
R2,S2,5,5,1.4992518883097254,41,0
R2,S2,20,20,3.027604056398658,37,0
R2,S1,19,19,2.9864534970866186,26,0
R1,S5,21,21,2.178167610204194,55,0
R3,S3,12,12,3.2144336406903626,15,0
R3,S1,16,17,1.0846267561256284,54,0
R1,S4,14,14,1.963965308951795,10,0
R3,S2,19,19,0.0,21,0
R2,S2,13,13,4.084802307016991,50,0
R3,S5,6,6,1.262462586860435,48,0
R3,S3,9,9,4.093345804557904,9,0
R1,S1,10,10,1.0157138950457687,43,0
R1,S4,11,11,2.453336067136765,52,0
R2,S4,5,5,2.0821159318075577,13,0
R2,S3,11,12,1.0970087796740837,33,0
R3,S5,16,17,2.7194131792667067,27,0
R1,S3,20,20,3.915423881996755,51,0
R1,S5,20,21,4.684686049756065,40,0
R2,S5,15,16,3.114084592137389,35,0
R3,S1,8,9,0.18495054877840045,24,0
R3,S1,17,18,0.0,27,0
R1,S4,11,12,3.7084037314669236,11,0
R1,S2,8,9,0.5040627333531358,50,0
R1,S5,19,19,2.923932633566083,40,0
R1,S4,13,13,2.200910443895874,8,0
R2,S2,15,16,3.9780520336523533,28,0
R2,S4,12,12,2.764927500114031,18,0
R1,S5,5,6,1.954132201383062,29,0
R3,S2,12,12,5.091868202690867,11,0
R2,S3,17,17,3.2348712525687775,19,0
R1,S1,8,8,2.832098325483792,48,0
R1,S1,12,13,0.9760908916729099,50,0
R3,S2,7,7,0.28003537449908844,17,0
R3,S2,13,13,1.6107978500181466,23,0
R1,S5,6,7,0.0,16,0
R2,S2,6,7,1.5170345148887308,52,0
R2,S1,17,17,3.201430353951732,30,0
